created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Apr 30 12:32:40 +0000 2024;1785286144638509184;"ga di rumah ga di kosan ni kucing birahi berisik banget 😭";0;0;0;0;in;1727595442471673856;1785286144638509184;sempaxbapak;https://twitter.com/sempaxbapak/status/1785286144638509184
Tue Apr 30 12:32:38 +0000 2024;1785286136233111642;"@oruzyujinn Iya gapapaa kak";0;0;0;0;in;1775441666507505664;1785274902565830804;zb1kucing;https://twitter.com/zb1kucing/status/1785286136233111642
Tue Apr 30 12:32:37 +0000 2024;1785286132374347857;"@starfess liat deh lucu banget kucing aku https://t.co/pZRZiYGJsX";0;0;0;0;in;1368042077066465282;1784938679049621640;bullyangbee;https://twitter.com/bullyangbee/status/1785286132374347857
Tue Apr 30 12:32:14 +0000 2024;1785286034793857520;"@cottonmynj wkwkwk liat kucing lain kok kayak cepet banget gedenya, liat pudip lucuu kicil ga berubah” dari jaman sama papi gumuuusshhh";0;0;0;0;in;1235868323411136513;1785225873165352971;tahujinjit;https://twitter.com/tahujinjit/status/1785286034793857520
Tue Apr 30 12:31:59 +0000 2024;1785285972013494559;"@Craspenter siap siap aj dimasukin pondok sm mamah";0;0;0;0;in;1720643973046534144;1785273572422042043;khaiyans;https://twitter.com/khaiyans/status/1785285972013494559
Tue Apr 30 12:31:53 +0000 2024;1785285945950142943;"yang mana yang kucing";0;0;0;0;in;1480220809318727684;1785285945950142943;simjaera;https://twitter.com/simjaera/status/1785285945950142943
Tue Apr 30 12:31:51 +0000 2024;1785285936869507272;"@triomeow itu beli taa bonus kucing apa gmn";0;0;0;0;in;35948314;1785275736523489585;PasukanPawkemon;https://twitter.com/PasukanPawkemon/status/1785285936869507272
Tue Apr 30 12:31:42 +0000 2024;1785285901868036470;"siapa ava kucing";0;1;0;0;in;1465125012147343364;1785285901868036470;jimimpie;https://twitter.com/jimimpie/status/1785285901868036470
Tue Apr 30 12:31:38 +0000 2024;1785285883224310035;"Meet The Unique Peak Nose Cats (Temui Kucing Peak Nose Yang Unik) https://t.co/z7hCVyF3KQ";0;0;0;0;in;1773293216311463936;1785285883224310035;celineanimal;https://twitter.com/celineanimal/status/1785285883224310035
Tue Apr 30 12:31:36 +0000 2024;1785285876119212381;"@riakribo Betul kak, mungkin beberapa org blm tau kalau posisinya peron MRT Asean harus naik tangga 2x dulu, dan biasanya kucing-kucing ini pada gak berani naik ke atas.";0;0;0;0;in;1221816186582663168;1785279828343873719;Hanu_Honu;https://twitter.com/Hanu_Honu/status/1785285876119212381
Tue Apr 30 12:31:34 +0000 2024;1785285868523225336;"@closetowhy ywdh g w liatin poto titit w lagi bye";0;0;0;0;in;1758315584440438784;1785274918470558180;worseupi;https://twitter.com/worseupi/status/1785285868523225336
Tue Apr 30 12:31:29 +0000 2024;1785285846616420751;"yang ngompolnya adik gua, yg diusir kucing gua maaf kimmy";0;0;0;0;in;1445498196969414658;1785285846616420751;fearofsleepy;https://twitter.com/fearofsleepy/status/1785285846616420751
Tue Apr 30 12:31:21 +0000 2024;1785285812780929479;"@tanyakanrl Gk kerjaannya mo marah terus!! Semua orang salahh gak ada yang bener habis nangis dehh, lihat kucing sendirian nangis, lihat orang pacaran nangis, lihat adek dah besar nangis semua-semua ak tangisin emang kaga danta sih😔👆🏻";0;0;0;0;in;1564699576950751232;1785243255686443487;nattadekow;https://twitter.com/nattadekow/status/1785285812780929479
Tue Apr 30 12:31:15 +0000 2024;1785285788768637146;"ava kucing siapa?";0;0;0;0;in;1149335268798763009;1785285788768637146;svintsefvel;https://twitter.com/svintsefvel/status/1785285788768637146
Tue Apr 30 12:31:14 +0000 2024;1785285785320923602;"@eukirey SUMPAH AKU SENENG BANGET KALO COACHNYA GINII guruku juga suka “ni si acel mah lagu ini lagu dia banget”";0;0;0;0;in;1720643973046534144;1785280549147594976;khaiyans;https://twitter.com/khaiyans/status/1785285785320923602
Tue Apr 30 12:31:13 +0000 2024;1785285780002501013;"@lithelylethal iyala laki pemimpin";0;0;0;0;in;1758315584440438784;1785274918470558180;worseupi;https://twitter.com/worseupi/status/1785285780002501013
Tue Apr 30 12:31:12 +0000 2024;1785285776772845645;"@btsrohis aya knp anaknya kucing km selalu ada aja perkaranya 😭";0;0;0;0;in;1368217849630576643;1785258543429685735;kookdzuken;https://twitter.com/kookdzuken/status/1785285776772845645
Tue Apr 30 12:31:06 +0000 2024;1785285748809400484;"@Majintung Nangid, kasian kucing gw 😭";0;0;0;0;in;1410546348911255552;1785283727641424185;Pirrou_Sophie;https://twitter.com/Pirrou_Sophie/status/1785285748809400484
Tue Apr 30 12:30:57 +0000 2024;1785285712214188157;"@constancxe KUCING😭";0;0;0;0;in;601852597;1785261030312140911;dumpsze;https://twitter.com/dumpsze/status/1785285712214188157
Tue Apr 30 12:30:55 +0000 2024;1785285702466576626;"Ya Allah takut banget nggk berani keluar pintu gara" ada kucing 😭";0;0;0;0;in;867913308;1785285702466576626;AmrinaNabila;https://twitter.com/AmrinaNabila/status/1785285702466576626
Tue Apr 30 12:30:43 +0000 2024;1785285652046876943;"@apayaterserahlu @worksfess Semangat kak, semoga rezeki ya. Keluargaku ada yang karyawan astra, hidupnya udah terjamin banget, tunjangan banyak, bonusan oke, bahkan pas covid ga ada phk, sekarang pensiun dapet pesangon milyaran 🔥🔥";0;0;0;0;in;1757937811582533632;1785239347052388800;gaston11223;https://twitter.com/gaston11223/status/1785285652046876943
Tue Apr 30 12:30:30 +0000 2024;1785285600108765367;"@mgrprh Soalnya lbh banyak yg cewe lis, eh trs kmrn 4 kucing lahirannya bareng juga 😭";0;0;0;0;in;1701655408396623874;1785258790541291629;myfavnight;https://twitter.com/myfavnight/status/1785285600108765367
Tue Apr 30 12:30:25 +0000 2024;1785285578143252776;"@dreampetaIs @larougies Setop ngintilin aku wahai kucing cepirit";0;1;0;0;in;1717208204143456256;1785195619533107400;primaerosa;https://twitter.com/primaerosa/status/1785285578143252776
Tue Apr 30 12:30:24 +0000 2024;1785285573600768008;"@zb1oved Belumm nih, okee kamu juga yaa 🤩";0;0;0;0;in;1775441666507505664;1785267981012070558;zb1kucing;https://twitter.com/zb1kucing/status/1785285573600768008
Tue Apr 30 12:30:24 +0000 2024;1785285572501873094;"kayanya gw harus buang kucing gw karena udah di level merugikan tetangga https://t.co/xWseH0FnMZ";0;0;0;0;in;1443729400327913506;1785285572501873094;masudnh;https://twitter.com/masudnh/status/1785285572501873094
Tue Apr 30 12:30:09 +0000 2024;1785285512670138572;"iki maeng yo ngunu sek tas muleh ko skolah bengi bengi ws kesel lakok pas nek dalan enek kucing mblayu, untung ga ke terak";0;0;0;0;in;1772247594426888192;1785285512670138572;__chelsya;https://twitter.com/__chelsya/status/1785285512670138572
Tue Apr 30 12:30:00 +0000 2024;1785285472278724997;"Seekor kucing bernama Jingoudiao menjadi bualan hangat 'netizen' apabila didenda memakai sepanduk permohonan maaf selepas tidak sengaja menghidupkan dapur induksi seterusnya mencetuskan kebakaran di kediaman Sichuan, China.   Sumber: Harian Metro https://t.co/mhwVLiO91V";0;0;0;0;in;31073523;1785285472278724997;ntv7malaysia;https://twitter.com/ntv7malaysia/status/1785285472278724997
Tue Apr 30 12:29:58 +0000 2024;1785285465337475242;"semoga besok gue beneran dikerubungi 100jt+ duit ya bukan kucing kayak tadi😭";0;0;0;0;in;1743116404633825280;1785285465337475242;anotheroflibra_;https://twitter.com/anotheroflibra_/status/1785285465337475242
Tue Apr 30 12:29:52 +0000 2024;1785285438410035415;"WKWK RAMALAN T*I KUCING AWAL SI AKU NGETEST SUDAH ADA FIRASAT GAK ENAK NIH. TAPI GPP AKU RESPON AJA MAU SAMPE MANA CHAT SI @TangguhBgt INI. STERNYATA BENARKAN MENGARAH KE SEKS. AKU EMANG LONTHE TAPI MALES AJA TANGGAPI CHAT SEKS FUNGSINYA TUH APA NGOCOK SAMBIL CHAT. YAUDA AKU➡️ https://t.co/8oT46c6jVg";0;1;0;0;in;819013644;1785285438410035415;Kue_GapitJepit;https://twitter.com/Kue_GapitJepit/status/1785285438410035415
Tue Apr 30 12:29:53 +0000 2024;1785285443367645315;"@irruzzz @kochengfs Ijin jawab ya kak, setahuku jamuran tuh lebih ke kebersihan lingkungan + bulu kucingnya aja. Kalau kucingnya jarang mandi/grooming dan lingkungannya lembab atau kurang bersih tuh lebih gampang jamuran. Bisa juga ketularan dari kucing lain.";0;0;0;0;in;1239812490122293248;1785275615291244993;kkkaliko;https://twitter.com/kkkaliko/status/1785285443367645315
Tue Apr 30 12:29:41 +0000 2024;1785285393497342089;"@ppvnrvt fuk aq dh sneng";0;1;0;0;in;2995984332;1785283021186478130;DEMIAPELU;https://twitter.com/DEMIAPELU/status/1785285393497342089
Tue Apr 30 12:29:41 +0000 2024;1785285392746594519;"*hq kasihan ya anak kucing sekecil ini bergelut sama gravitasi 😔 https://t.co/GVmkyFseyS";0;2;1;3;in;1251517568889716737;1785285392746594519;HAIKYUUFESS;https://twitter.com/HAIKYUUFESS/status/1785285392746594519
Tue Apr 30 12:29:34 +0000 2024;1785285363726176445;"knp gue ngepost kucing di instastory pada bilang caper sih 😔";0;1;0;0;in;1123837807447953408;1785285363726176445;drrnnl;https://twitter.com/drrnnl/status/1785285363726176445
Tue Apr 30 12:29:29 +0000 2024;1785285341899071705;"@viersy Iya,aku punya akun kucing kan itu juga keder mbak 😂😂";0;0;0;0;in;1133032747847507968;1785283866544222218;ArgentianaA;https://twitter.com/ArgentianaA/status/1785285341899071705
Tue Apr 30 12:29:27 +0000 2024;1785285336773591551;"Kucing Kejar TiKus❌ Kucing Pelihara Tikus✔️ https://t.co/RqRDM6VOBc";0;0;0;0;in;1509928168194396160;1785285336773591551;Kalelele0895;https://twitter.com/Kalelele0895/status/1785285336773591551
Tue Apr 30 12:29:21 +0000 2024;1785285311532294410;"lusyu maksimal kaliaaannn kucing 😣🎀💢🐈💭🌀   ୨୧ #ProvamedxJimmySea ୨୧ https://t.co/F9ZqELeQmH";0;0;0;0;in;1596136802037137409;1785285311532294410;adoreingsea;https://twitter.com/adoreingsea/status/1785285311532294410
Tue Apr 30 12:29:18 +0000 2024;1785285299050090789;"@mlbbfess lu makanya gua lagia angela lu main assasin gausah sing” tai kucing ya kalo lagi mau di heal @diogapakehaw";0;0;0;0;in;1235868323411136513;1785249105960489364;tahujinjit;https://twitter.com/tahujinjit/status/1785285299050090789
Tue Apr 30 12:29:16 +0000 2024;1785285286957854973;"Cape bangeeeett jadi manusia, pengen jadi ubur-ubur";0;0;0;0;in;1167196111959777280;1785285286957854973;Cici1807;https://twitter.com/Cici1807/status/1785285286957854973
Tue Apr 30 12:28:59 +0000 2024;1785285217206595755;"@3Reflian_fam Aku punya 1 akun dulu akun kucing 😂 klo jd aku yg lain ga bisa,kalo kucing bisa.. wkwkw";0;1;0;1;in;1133032747847507968;1785284748266590273;ArgentianaA;https://twitter.com/ArgentianaA/status/1785285217206595755
Tue Apr 30 12:28:58 +0000 2024;1785285212873929091;"PLS AKU SUKA BANGET LIAT KUCING LUCU KECIL IMUT YANG DONGO NAN BODO SPERTI INI😭😭😭😞😫😩😩✊";0;0;0;0;in;1530071480809435137;1785285212873929091;eixcellency;https://twitter.com/eixcellency/status/1785285212873929091
Tue Apr 30 12:28:56 +0000 2024;1785285203684192458;"@elardth pake sabun kucing ya?";0;0;0;0;in;1422425118702112771;1785280371862737321;kheelaa_;https://twitter.com/kheelaa_/status/1785285203684192458
Tue Apr 30 12:28:44 +0000 2024;1785285155558756387;"@kochengfs Kasih keranjang kontainernya indomaret i aja mah kalo gini";0;0;0;0;in;388115290;1785113495320867203;iullicious;https://twitter.com/iullicious/status/1785285155558756387
Tue Apr 30 12:28:38 +0000 2024;1785285128782221398;"@undipmenfess mungkin bagi mereka duit bulanan kipk adalah hasil ✨freelance✨";0;0;0;0;in;1707955996805779456;1785220120060789230;kucingmeowmeowh;https://twitter.com/kucingmeowmeowh/status/1785285128782221398
Tue Apr 30 12:28:35 +0000 2024;1785285117147267496;"@Rickyszen TUHKAN NGAMBEK. iya gak lagi iya kucing iya.";0;0;0;0;in;768215813954293760;1784874969304023353;iernon;https://twitter.com/iernon/status/1785285117147267496
Tue Apr 30 12:28:31 +0000 2024;1785285100370047010;"@kochengfs haduh aku iri dengan kucing ini 😖 aku juga mau susu";0;0;0;0;in;1339527829948547074;1785253382648893585;anggurbuahnaga;https://twitter.com/anggurbuahnaga/status/1785285100370047010
Tue Apr 30 12:28:18 +0000 2024;1785285047609922043;"gwe hanya butuh cara menghidupkan kucing yang mati";0;0;0;0;in;1770079988626415616;1785285047609922043;apalahbray;https://twitter.com/apalahbray/status/1785285047609922043
Tue Apr 30 12:28:13 +0000 2024;1785285023098347709;""gue kucing bukan sembarang kucing sorry ye" https://t.co/cRCwUXUXnT";0;0;0;0;in;1669674724845293568;1785284518209089875;scenicmilfs;https://twitter.com/scenicmilfs/status/1785285023098347709
Tue Apr 30 12:27:52 +0000 2024;1785284936456659392;"akhirnya senyum malu kucing kembali";0;0;0;0;in;1185186288279773185;1785284936456659392;shaniyeau;https://twitter.com/shaniyeau/status/1785284936456659392
Tue Apr 30 12:27:48 +0000 2024;1785284919884959835;"@tebyeon emang kucing biasa kaga blh kah makan rc? 😅";0;0;0;0;in;1516763002292547584;1785257706410082625;Bedullie;https://twitter.com/Bedullie/status/1785284919884959835
Tue Apr 30 12:27:39 +0000 2024;1785284882010419653;"ni anabul pulang2 kuyup begini trs nyomot jengkol anjir 😭😭😭😭😭 gapapa kah kucing makan jengkol? BADANNYA JUGA MASIH KUYUP YALLAHH 😭😭😭 https://t.co/JOMbQTs8ny";0;0;0;0;in;1687672208108507136;1785284882010419653;spiocn;https://twitter.com/spiocn/status/1785284882010419653
Tue Apr 30 12:27:36 +0000 2024;1785284868873793810;"@CNNIndonesia ya Rasul delengno negeri Indonesia kaya ngene men";0;0;0;0;in;1104200677088145408;1785214551912559004;justr1mja;https://twitter.com/justr1mja/status/1785284868873793810
Tue Apr 30 12:27:34 +0000 2024;1785284859201482922;"Kucing segala nempel2 dhh, biasa dimanja kasih makan ya bgini dahh... Gua aja baru bangun blm makan, nih kucing segala kode2 hadeuhh";0;0;0;0;in;303776028;1785284859201482922;gunawan21AS;https://twitter.com/gunawan21AS/status/1785284859201482922
Tue Apr 30 12:27:29 +0000 2024;1785284838913925418;"@resepkucing Di resep kucing ya";0;1;0;0;in;769259382500622336;1785277760736555395;teaspoet;https://twitter.com/teaspoet/status/1785284838913925418
Tue Apr 30 12:27:15 +0000 2024;1785284783041581521;"The first and the second day of period are always the worst. Pengennya di kasur aja yaampun. Gausah makan, gausah kerja, gausah interaksi sama orang. Pokoknya maunya selimutan aja 👿👿";0;0;0;0;in;1371673326079275008;1785284783041581521;Akupunjgmanusia;https://twitter.com/Akupunjgmanusia/status/1785284783041581521
Tue Apr 30 12:26:59 +0000 2024;1785284712367550964;"reward untuk mora juga karna satu minggu sudah lumayan baik, dia beliin aku pin kucing dan nipis madu pas hauss bgtt😢😢";0;0;0;0;in;1510881744760700930;1785284712367550964;beeeeeebay;https://twitter.com/beeeeeebay/status/1785284712367550964
Tue Apr 30 12:26:46 +0000 2024;1785284658575675875;"Meet The Majestic Maine Coon Cats (Temui Kucing Maine Coon Yang Luar Biasa) https://t.co/kYAwvMmyjH";0;0;0;0;in;1773293216311463936;1785284658575675875;celineanimal;https://twitter.com/celineanimal/status/1785284658575675875
Tue Apr 30 12:26:44 +0000 2024;1785284650723844147;"Ini lagi ada tren pamer close-up kucing ya di Malaysia? Wkwk lucu bener bloon2 gitu. https://t.co/XfIJSwVRc8";0;0;0;0;in;573722835;1785284650723844147;IceSea_D_A;https://twitter.com/IceSea_D_A/status/1785284650723844147
Tue Apr 30 12:26:43 +0000 2024;1785284647846637899;"@Hanu_Honu 😣😣 sering liat pas di busway byk kucing disitu... semoga kejadian ini ga terulang lagi...tapi terimakasih utk semua CL yg slalu setia kasih makan mpus2 disana";0;0;0;0;in;393863801;1784931073174253958;phi_asphi;https://twitter.com/phi_asphi/status/1785284647846637899
Tue Apr 30 12:26:42 +0000 2024;1785284641886491068;"'your name core' 'your name fashion' 'your name nails' 'your name pets'  BJIR ITU YG PERTAMA RANDOM BGT😭😭 btw AAAAAA DPET KUCING MIAWWW😽😽 https://t.co/7xiQ8Gf9Ni";0;0;0;0;in;1672106684196724736;1785284641886491068;yuyudumps;https://twitter.com/yuyudumps/status/1785284641886491068
Tue Apr 30 12:26:37 +0000 2024;1785284623863570577;"@suciss kasian bgt jomblo cium kucing ekwkwk";0;1;0;0;in;151396390;1785216674540699709;meiditanfarisi;https://twitter.com/meiditanfarisi/status/1785284623863570577
Tue Apr 30 12:26:31 +0000 2024;1785284595979886940;"@mightycrusade kucing kicik https://t.co/F3TbIhT3Yv";0;0;0;0;in;804706142110683136;1785147736725299374;tintedcrimson;https://twitter.com/tintedcrimson/status/1785284595979886940
Tue Apr 30 12:26:30 +0000 2024;1785284593626775646;"@daubin Kucing sekecil ini harus berhadapan sama daubin 🤣";0;0;0;0;in;1475840422979125254;1784535406849167586;Suziu;https://twitter.com/Suziu/status/1785284593626775646
Tue Apr 30 12:26:17 +0000 2024;1785284537737675208;"@Syahrul_YL padahal subsidi pupuk di sulsel bermasalah";0;0;0;0;in;508822503;1298563537464258560;naisterai;https://twitter.com/naisterai/status/1785284537737675208
Tue Apr 30 12:26:13 +0000 2024;1785284519341555950;"@unairmenfezt Mau pap solehot min kucing fkh yg sombong(dikit) https://t.co/jIPmLL6xsi";0;0;0;0;in;1543449872514174977;1785266403857346992;ansaaxillaris;https://twitter.com/ansaaxillaris/status/1785284519341555950
Tue Apr 30 12:26:12 +0000 2024;1785284517424693723;"Bjir.. gedean kamar kucing di rumah gue 🥲";0;0;0;0;in;572396038;1785284517424693723;southborders;https://twitter.com/southborders/status/1785284517424693723
Tue Apr 30 12:26:12 +0000 2024;1785284515784749421;"🧢REKOMENDASI CAPS WARNA CERAH🧢  A Thread ~ https://t.co/72qIwlMB1z";0;1;0;0;in;1536149718396350465;1785284515784749421;KucingSiOren;https://twitter.com/KucingSiOren/status/1785284515784749421
Tue Apr 30 12:26:09 +0000 2024;1785284506448236886;"@ppvnrvt SRIUS GASI main dong🥺🥺🥺";0;1;0;0;in;2995984332;1785283021186478130;DEMIAPELU;https://twitter.com/DEMIAPELU/status/1785284506448236886
Tue Apr 30 12:25:50 +0000 2024;1785284424642572737;"@jihyooobf Hari pertama jdi kucing sdh disimbur banyu";0;0;0;0;in;1077535534434508801;1785278865956618694;potabyj;https://twitter.com/potabyj/status/1785284424642572737
Tue Apr 30 12:25:47 +0000 2024;1785284414051869051;"@fairycastlc Biasanya anak kucing kalo matanya gbs melek harus dijilatin sama emaknya";0;1;0;0;in;1368093798694223873;1785235898059374697;daygongju;https://twitter.com/daygongju/status/1785284414051869051
Tue Apr 30 12:25:45 +0000 2024;1785284402039407032;"@araa_sitisa @alwaysu_zppn @emizeeordinary @forzeeonly Taik kucing aja rasa coklat, apalagi soal agama, pasti akan luluh dg cinta 🤭, asal jgn kita yg pindah 🙃  Jalur orang dalam 🤣🤣🤣";0;1;0;0;in;1536746129354010624;1785261965293789447;MaLhaPanich;https://twitter.com/MaLhaPanich/status/1785284402039407032
Tue Apr 30 12:25:38 +0000 2024;1785284373513990590;"@awannnimbus FANBOYING BERAT.. APA COBA PERKENALAN AJA UDAH NGAKU KUCING....... dia flirting!!!";0;0;0;0;in;1307542377737801729;1785267062480466390;howooisme;https://twitter.com/howooisme/status/1785284373513990590
Tue Apr 30 12:25:35 +0000 2024;1785284362579370003;"@Angelinsephora ini bayikk kucing";0;0;0;0;in;1663219238281318400;1785278709693616332;karmeyiaa;https://twitter.com/karmeyiaa/status/1785284362579370003
Tue Apr 30 12:25:23 +0000 2024;1785284311740268579;"@xieclian Nggak dulu, kucing di rumah juga tingkahnya kayak setan semua 😭";0;1;0;0;in;1942106509;1785226554764845259;suicsune;https://twitter.com/suicsune/status/1785284311740268579
Tue Apr 30 12:25:09 +0000 2024;1785284253128990965;"Msh byk lbh beasar yg dilakukan china china itu kau bs misuh spuasm itu cm seupil broh";0;0;0;0;in;2267178816;1785284253128990965;mujani_gsa;https://twitter.com/mujani_gsa/status/1785284253128990965
Tue Apr 30 12:25:06 +0000 2024;1785284242081194048;"ada yang tau ga ya caranya biar bulu kucing warna putih bisa balik putih lagi? krn dah menguning hehe. pict hanya pemaniss 🤣 kcg! https://t.co/bZanDY2u1R";0;0;0;4;in;243647729;1785284242081194048;kochengfs;https://twitter.com/kochengfs/status/1785284242081194048
Tue Apr 30 12:25:04 +0000 2024;1785284233654948215;"si kucing oren lagi bujuk pacarnya  https://t.co/TORHOyC86A";0;0;1;1;in;1640159139249942531;1785284233654948215;rpssukses;https://twitter.com/rpssukses/status/1785284233654948215
Tue Apr 30 12:25:00 +0000 2024;1785284216839917587;"@cuntdi iya ky yg favorite ituh";0;0;0;0;in;2995984332;1785281363232600448;DEMIAPELU;https://twitter.com/DEMIAPELU/status/1785284216839917587
Tue Apr 30 12:24:57 +0000 2024;1785284203342684222;"senjata apa nih?";0;0;0;0;in;954898707383689216;1785284203342684222;trepiscat;https://twitter.com/trepiscat/status/1785284203342684222
Tue Apr 30 12:24:53 +0000 2024;1785284187366510741;"@caledfwichy ada kucing nemenin km";0;0;0;0;in;1754780163752198144;1785283030363619627;yunuskedua;https://twitter.com/yunuskedua/status/1785284187366510741
Tue Apr 30 12:24:40 +0000 2024;1785284130797924730;"@aimr0d penjara yang diundang ke close the door";0;0;0;0;in;508822503;1785193252792184981;naisterai;https://twitter.com/naisterai/status/1785284130797924730
Tue Apr 30 12:24:35 +0000 2024;1785284108660482529;"Reaction HALLA plus pembedahannya dari vocal trainee  https://t.co/XzFbrl3w9E";0;0;0;1;in;1360180017997651969;1785284108660482529;bazhqarth;https://twitter.com/bazhqarth/status/1785284108660482529
Tue Apr 30 12:24:30 +0000 2024;1785284089232404736;"gak e nandi nandi aku di tut no kucing iki lapo yo…";0;0;0;0;in;1501562590128132098;1785284089232404736;adorelovl;https://twitter.com/adorelovl/status/1785284089232404736
Tue Apr 30 12:24:26 +0000 2024;1785284071893217484;"Terkadang.... cemburu sama kucing sama anjing itu lebih real... dasar kucing";0;0;0;0;in;583477361;1785284071893217484;dreamHARU_;https://twitter.com/dreamHARU_/status/1785284071893217484
Tue Apr 30 12:24:25 +0000 2024;1785284066490957846;"dikerubungin kucing adalah surga https://t.co/M30SWp0MvX";0;0;0;0;in;1743116404633825280;1785284066490957846;anotheroflibra_;https://twitter.com/anotheroflibra_/status/1785284066490957846
Tue Apr 30 12:24:20 +0000 2024;1785284046198854077;"@ppvnrvt KEMANA…";0;1;0;0;in;2995984332;1785283021186478130;DEMIAPELU;https://twitter.com/DEMIAPELU/status/1785284046198854077
Tue Apr 30 12:24:03 +0000 2024;1785283975885566083;"teringatnya challenge kucing hangang sampe sekarang belum di upload, FIX ITU WONU SAMA KERIA COK 😁🫵😁🫵😁🫵😁🫵😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 https://t.co/9kyvplKhuu";0;0;0;0;in;1309396225762893825;1785283975885566083;keimingwoo;https://twitter.com/keimingwoo/status/1785283975885566083
Tue Apr 30 12:23:46 +0000 2024;1785283906620809282;"paling sebel kucingnya masuk kamar 🙂 sangat heran tiap hari kzl sama kucing di rumah tp apalah disini aku hanya numpang 😭";0;0;0;0;in;1105413939251142656;1785283906620809282;favoritegrvl;https://twitter.com/favoritegrvl/status/1785283906620809282
Tue Apr 30 12:23:43 +0000 2024;1785283891252904430;"Ini kucing sebenernya liar, tapi karena udah ditinggal dri pas kecil ama induknya. Gatega banget kalo gk ngasih makan alhasil dikasih makan terus, eh taunya malah manja🗿🗿🗿 https://t.co/9kFOpNos0N";0;0;0;0;in;1482923263965933568;1785283891252904430;SourceofLifeend;https://twitter.com/SourceofLifeend/status/1785283891252904430
Tue Apr 30 12:23:32 +0000 2024;1785283845627187650;"dia lucu suka jagain kucing kecil, kemungkinan ini posisinya lg jagain kcg kcg kecil yg baru ditemukan (ada di story ig gw) tapi ibunya salah mengira dan marah total akhirnya si walil ikut marah tapi dia cupu banget jadi cuma bisa ngaum² kecil  posisi sosis 👇🏻 https://t.co/Q5z6f0nUv8";0;1;0;0;in;768000474465210368;1785282654562357573;jepikipas;https://twitter.com/jepikipas/status/1785283845627187650
Tue Apr 30 12:23:30 +0000 2024;1785283837955858438;"Gelak sampai nangis tgk tt org indon yang hilang kucing tu. Komen dorang 😭😭";0;0;0;0;in;1250297721073700873;1785283837955858438;zetiramli;https://twitter.com/zetiramli/status/1785283837955858438
Tue Apr 30 12:23:14 +0000 2024;1785283771480306131;"@Reee1689327 di kantor aku banyak ka T. Industri, bahkan aku sendiri tekniknya juga bukan pertambangan/metalurgi kok😆";0;0;0;0;in;1659569621526274048;1784573390675947716;icansiyu112;https://twitter.com/icansiyu112/status/1785283771480306131
Tue Apr 30 12:23:10 +0000 2024;1785283755189678089;"@undipmenfess Gue capek????";0;0;0;0;in;1569532447276290052;1785270395622539737;GhhopesHi;https://twitter.com/GhhopesHi/status/1785283755189678089
Tue Apr 30 12:23:04 +0000 2024;1785283729209827726;"semoga nyawa kucing itu selalu ada ya, bunga hati🌻   udh beberapa kali 'deg' liat bugati ada diujung tanduk, tp alhamdulillah selalu naik lagi pelan2. aku percaya kamu dan aku percaya semua prosesmu sampe bisa ada disana dan bertahan sejauh ini. bertahan lebih lama, ya🌻";0;0;0;0;in;1356057025516453888;1785283729209827726;bknbrisiajodie;https://twitter.com/bknbrisiajodie/status/1785283729209827726
Tue Apr 30 12:22:46 +0000 2024;1785283655008755718;"@ssefnum Di rumah punya kucing nggak?";0;0;0;0;in;1711046824403054592;1785268435150319829;TaleofPoet;https://twitter.com/TaleofPoet/status/1785283655008755718
Tue Apr 30 12:22:42 +0000 2024;1785283635643556194;"@Chavesz08 presiden indon bisa gak kalo gak bawa kadrun?";0;0;0;0;in;508822503;1785245458505556376;naisterai;https://twitter.com/naisterai/status/1785283635643556194
Tue Apr 30 12:22:23 +0000 2024;1785283554592825762;"⛺ jadi kucing, 🏮 jadi kelinci. Tiap kali ⛺ keliatan sendirian, 🏮 langsung deketin terus bobo di sebelah doi. ⛺ tanpa ba-bi-bu langsung jilat2 kepalanya 🏮, kalo ada yg deketin auto nyakar— /DUAR";0;0;0;0;in;1634392190708514817;1785283554592825762;profengeyume;https://twitter.com/profengeyume/status/1785283554592825762
Tue Apr 30 12:22:19 +0000 2024;1785283539224887592;"You should have known the answer  Lo single tinggal sama kucing aja dihujat, apalagi 'single' tinggal sama 'temen' cewek lu for a long time";0;1;0;0;in;1696941622104395776;1785283539224887592;viesel__;https://twitter.com/viesel__/status/1785283539224887592
Tue Apr 30 12:22:07 +0000 2024;1785283488994005241;"Meet The Charming American Short Cats (Temui Kucing Shortair Amerika Yang Menawan) https://t.co/P2vVOvPkxN";0;0;0;0;in;1773293216311463936;1785283488994005241;celineanimal;https://twitter.com/celineanimal/status/1785283488994005241
Tue Apr 30 12:22:04 +0000 2024;1785283477124141241;"ni gue curiga selfie lama, yg kucing itu kan? masa 3 hari ga ganti baju wkwk";0;1;0;0;in;735763548853272578;1785283477124141241;dptmxl_30;https://twitter.com/dptmxl_30/status/1785283477124141241
Tue Apr 30 12:21:47 +0000 2024;1785283406093562159;"@haloyasmine @kochengfs nder tp maaf ya saingan kucing mu kucing" seleb se tiktok 😭😭🙏 contohnya kiwi";0;1;0;1;in;1462724976742600710;1785217213810807073;Ftryhsuganda;https://twitter.com/Ftryhsuganda/status/1785283406093562159
